#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1605193505978114.png,84223,"{}",4,3,"{""name"":""point"",""cx"":368,""cy"":126}","{}"
1605193505987858.png,92872,"{}",4,0,"{""name"":""point"",""cx"":148,""cy"":114}","{}"
1605193505987858.png,92872,"{}",4,1,"{""name"":""point"",""cx"":227,""cy"":91}","{}"
1605193505987858.png,92872,"{}",4,2,"{""name"":""point"",""cx"":282,""cy"":92}","{}"
1605193505987858.png,92872,"{}",4,3,"{""name"":""point"",""cx"":366,""cy"":116}","{}"
1605193506223693.png,120483,"{}",4,0,"{""name"":""point"",""cx"":199,""cy"":102}","{}"
1605193506223693.png,120483,"{}",4,1,"{""name"":""point"",""cx"":270,""cy"":105}","{}"
1605193506223693.png,120483,"{}",4,2,"{""name"":""point"",""cx"":335,""cy"":109}","{}"
1605193506223693.png,120483,"{}",4,3,"{""name"":""point"",""cx"":410,""cy"":133}","{}"
1605193506227784.png,121515,"{}",4,0,"{""name"":""point"",""cx"":203,""cy"":100}","{}"
1605193506227784.png,121515,"{}",4,1,"{""name"":""point"",""cx"":270,""cy"":101}","{}"
1605193506227784.png,121515,"{}",4,2,"{""name"":""point"",""cx"":335,""cy"":111}","{}"
1605193506227784.png,121515,"{}",4,3,"{""name"":""point"",""cx"":410,""cy"":132}","{}"
1605193506233262.png,120413,"{}",4,0,"{""name"":""point"",""cx"":206,""cy"":97}","{}"
1605193506233262.png,120413,"{}",4,1,"{""name"":""point"",""cx"":270,""cy"":100}","{}"
1605193506233262.png,120413,"{}",4,2,"{""name"":""point"",""cx"":332,""cy"":109}","{}"
1605193506233262.png,120413,"{}",4,3,"{""name"":""point"",""cx"":401,""cy"":126}","{}"
1605193506235971.png,119818,"{}",4,0,"{""name"":""point"",""cx"":221,""cy"":94}","{}"
1605193506235971.png,119818,"{}",4,1,"{""name"":""point"",""cx"":271,""cy"":98}","{}"
1605193506235971.png,119818,"{}",4,2,"{""name"":""point"",""cx"":336,""cy"":112}","{}"
1605193506235971.png,119818,"{}",4,3,"{""name"":""point"",""cx"":409,""cy"":131}","{}"
1605193506411899.png,96403,"{}",4,0,"{""name"":""point"",""cx"":184,""cy"":110}","{}"
1605193506411899.png,96403,"{}",4,1,"{""name"":""point"",""cx"":246,""cy"":90}","{}"
1605193506411899.png,96403,"{}",4,2,"{""name"":""point"",""cx"":302,""cy"":90}","{}"
1605193506411899.png,96403,"{}",4,3,"{""name"":""point"",""cx"":378,""cy"":115}","{}"
1605193506417371.png,100627,"{}",4,0,"{""name"":""point"",""cx"":180,""cy"":115}","{}"
1605193506417371.png,100627,"{}",4,1,"{""name"":""point"",""cx"":254,""cy"":89}","{}"
1605193506417371.png,100627,"{}",4,2,"{""name"":""point"",""cx"":298,""cy"":88}","{}"
1605193506417371.png,100627,"{}",4,3,"{""name"":""point"",""cx"":375,""cy"":116}","{}"
1605193506421414.png,104296,"{}",4,0,"{""name"":""point"",""cx"":178,""cy"":115}","{}"
1605193506421414.png,104296,"{}",4,1,"{""name"":""point"",""cx"":256,""cy"":88}","{}"
1605193506421414.png,104296,"{}",4,2,"{""name"":""point"",""cx"":296,""cy"":89}","{}"
1605193506421414.png,104296,"{}",4,3,"{""name"":""point"",""cx"":378,""cy"":115}","{}"
1605193506424129.png,106533,"{}",4,0,"{""name"":""point"",""cx"":179,""cy"":115}","{}"
1605193506424129.png,106533,"{}",4,1,"{""name"":""point"",""cx"":260,""cy"":88}","{}"
1605193506424129.png,106533,"{}",4,2,"{""name"":""point"",""cx"":296,""cy"":90}","{}"
1605193506424129.png,106533,"{}",4,3,"{""name"":""point"",""cx"":378,""cy"":114}","{}"
1605193506436406.png,112492,"{}",4,0,"{""name"":""point"",""cx"":180,""cy"":114}","{}"
1605193506436406.png,112492,"{}",4,1,"{""name"":""point"",""cx"":254,""cy"":95}","{}"
1605193506436406.png,112492,"{}",4,2,"{""name"":""point"",""cx"":306,""cy"":93}","{}"
1605193506436406.png,112492,"{}",4,3,"{""name"":""point"",""cx"":378,""cy"":100}","{}"
1605193506437763.png,112833,"{}",4,0,"{""name"":""point"",""cx"":180,""cy"":115}","{}"
1605193506437763.png,112833,"{}",4,1,"{""name"":""point"",""cx"":254,""cy"":95}","{}"
1605193506437763.png,112833,"{}",4,2,"{""name"":""point"",""cx"":306,""cy"":94}","{}"
1605193506437763.png,112833,"{}",4,3,"{""name"":""point"",""cx"":378,""cy"":100}","{}"
1605193506439128.png,113206,"{}",4,0,"{""name"":""point"",""cx"":181,""cy"":116}","{}"
1605193506439128.png,113206,"{}",4,1,"{""name"":""point"",""cx"":256,""cy"":96}","{}"
1605193506439128.png,113206,"{}",4,2,"{""name"":""point"",""cx"":306,""cy"":93}","{}"
1605193506439128.png,113206,"{}",4,3,"{""name"":""point"",""cx"":378,""cy"":98}","{}"
1605193506441863.png,113309,"{}",4,0,"{""name"":""point"",""cx"":178,""cy"":115}","{}"
1605193506441863.png,113309,"{}",4,1,"{""name"":""point"",""cx"":254,""cy"":92}","{}"
1605193506441863.png,113309,"{}",4,2,"{""name"":""point"",""cx"":308,""cy"":93}","{}"
1605193506441863.png,113309,"{}",4,3,"{""name"":""point"",""cx"":375,""cy"":95}","{}"
1605193506650275.png,129471,"{}",4,0,"{""name"":""point"",""cx"":90,""cy"":174}","{}"
1605193506650275.png,129471,"{}",4,1,"{""name"":""point"",""cx"":214,""cy"":130}","{}"
1605193506650275.png,129471,"{}",4,2,"{""name"":""point"",""cx"":294,""cy"":136}","{}"
1605193506650275.png,129471,"{}",4,3,"{""name"":""point"",""cx"":425,""cy"":184}","{}"
1605193506659857.png,140766,"{}",4,0,"{""name"":""point"",""cx"":78,""cy"":176}","{}"
1605193506659857.png,140766,"{}",4,1,"{""name"":""point"",""cx"":218,""cy"":122}","{}"
1605193506659857.png,140766,"{}",4,2,"{""name"":""point"",""cx"":294,""cy"":130}","{}"
1605193506659857.png,140766,"{}",4,3,"{""name"":""point"",""cx"":430,""cy"":180}","{}"
1605193506663963.png,152625,"{}",4,0,"{""name"":""point"",""cx"":76,""cy"":172}","{}"
1605193506663963.png,152625,"{}",4,1,"{""name"":""point"",""cx"":222,""cy"":121}","{}"
1605193506663963.png,152625,"{}",4,2,"{""name"":""point"",""cx"":290,""cy"":131}","{}"
1605193506663963.png,152625,"{}",4,3,"{""name"":""point"",""cx"":434,""cy"":179}","{}"
1605193506672179.png,173324,"{}",4,0,"{""name"":""point"",""cx"":80,""cy"":175}","{}"
1605193506672179.png,173324,"{}",4,1,"{""name"":""point"",""cx"":208,""cy"":137}","{}"
1605193506672179.png,173324,"{}",4,2,"{""name"":""point"",""cx"":299,""cy"":143}","{}"
1605193506672179.png,173324,"{}",4,3,"{""name"":""point"",""cx"":434,""cy"":172}","{}"
1605193506674895.png,180354,"{}",4,0,"{""name"":""point"",""cx"":78,""cy"":172}","{}"
1605193506674895.png,180354,"{}",4,1,"{""name"":""point"",""cx"":211,""cy"":137}","{}"
1605193506674895.png,180354,"{}",4,2,"{""name"":""point"",""cx"":301,""cy"":144}","{}"
1605193506674895.png,180354,"{}",4,3,"{""name"":""point"",""cx"":434,""cy"":168}","{}"
1605193506681725.png,197170,"{}",4,0,"{""name"":""point"",""cx"":75,""cy"":167}","{}"
1605193506681725.png,197170,"{}",4,1,"{""name"":""point"",""cx"":211,""cy"":130}","{}"
1605193506681725.png,197170,"{}",4,2,"{""name"":""point"",""cx"":302,""cy"":132}","{}"
1605193506681725.png,197170,"{}",4,3,"{""name"":""point"",""cx"":423,""cy"":148}","{}"
1605193506683087.png,198271,"{}",4,0,"{""name"":""point"",""cx"":74,""cy"":164}","{}"
1605193506683087.png,198271,"{}",4,1,"{""name"":""point"",""cx"":212,""cy"":126}","{}"
1605193506683087.png,198271,"{}",4,2,"{""name"":""point"",""cx"":305,""cy"":128}","{}"
1605193506683087.png,198271,"{}",4,3,"{""name"":""point"",""cx"":418,""cy"":147}","{}"
1605193506694012.png,211740,"{}",4,0,"{""name"":""point"",""cx"":83,""cy"":146}","{}"
1605193506694012.png,211740,"{}",4,1,"{""name"":""point"",""cx"":203,""cy"":98}","{}"
1605193506694012.png,211740,"{}",4,2,"{""name"":""point"",""cx"":319,""cy"":102}","{}"
1605193506694012.png,211740,"{}",4,3,"{""name"":""point"",""cx"":396,""cy"":124}","{}"
1605193506695383.png,213436,"{}",4,0,"{""name"":""point"",""cx"":84,""cy"":143}","{}"
1605193506695383.png,213436,"{}",4,1,"{""name"":""point"",""cx"":197,""cy"":103}","{}"
1605193506695383.png,213436,"{}",4,2,"{""name"":""point"",""cx"":321,""cy"":102}","{}"
1605193506695383.png,213436,"{}",4,3,"{""name"":""point"",""cx"":388,""cy"":121}","{}"
1605193506828434.png,170804,"{}",4,0,"{""name"":""point"",""cx"":100,""cy"":181}","{}"
1605193506828434.png,170804,"{}",4,1,"{""name"":""point"",""cx"":202,""cy"":157}","{}"
1605193506828434.png,170804,"{}",4,2,"{""name"":""point"",""cx"":312,""cy"":162}","{}"
1605193506828434.png,170804,"{}",4,3,"{""name"":""point"",""cx"":400,""cy"":187}","{}"
1605193506835305.png,165423,"{}",4,0,"{""name"":""point"",""cx"":98,""cy"":180}","{}"
1605193506835305.png,165423,"{}",4,1,"{""name"":""point"",""cx"":213,""cy"":151}","{}"
1605193506835305.png,165423,"{}",4,2,"{""name"":""point"",""cx"":296,""cy"":153}","{}"
1605193506835305.png,165423,"{}",4,3,"{""name"":""point"",""cx"":406,""cy"":190}","{}"
1605193506850435.png,159678,"{}",4,0,"{""name"":""point"",""cx"":92,""cy"":173}","{}"
1605193506850435.png,159678,"{}",4,1,"{""name"":""point"",""cx"":219,""cy"":142}","{}"
1605193506850435.png,159678,"{}",4,2,"{""name"":""point"",""cx"":286,""cy"":146}","{}"
1605193506850435.png,159678,"{}",4,3,"{""name"":""point"",""cx"":410,""cy"":185}","{}"
1605193506854547.png,165412,"{}",4,0,"{""name"":""point"",""cx"":90,""cy"":169}","{}"
1605193506854547.png,165412,"{}",4,1,"{""name"":""point"",""cx"":209,""cy"":153}","{}"
1605193506854547.png,165412,"{}",4,2,"{""name"":""point"",""cx"":293,""cy"":156}","{}"
1605193506854547.png,165412,"{}",4,3,"{""name"":""point"",""cx"":414,""cy"":182}","{}"
1605193506860068.png,174983,"{}",4,0,"{""name"":""point"",""cx"":89,""cy"":164}","{}"
1605193506860068.png,174983,"{}",4,1,"{""name"":""point"",""cx"":209,""cy"":145}","{}"
1605193506860068.png,174983,"{}",4,2,"{""name"":""point"",""cx"":297,""cy"":155}","{}"
1605193506860068.png,174983,"{}",4,3,"{""name"":""point"",""cx"":412,""cy"":179}","{}"
1605193506880708.png,193413,"{}",4,0,"{""name"":""point"",""cx"":142,""cy"":118}","{}"
1605193506880708.png,193413,"{}",4,1,"{""name"":""point"",""cx"":192,""cy"":115}","{}"
1605193506880708.png,193413,"{}",4,2,"{""name"":""point"",""cx"":310,""cy"":125}","{}"
1605193506880708.png,193413,"{}",4,3,"{""name"":""point"",""cx"":396,""cy"":142}","{}"
1605193507017894.png,104371,"{}",4,0,"{""name"":""point"",""cx"":202,""cy"":112}","{}"
1605193507017894.png,104371,"{}",4,1,"{""name"":""point"",""cx"":283,""cy"":102}","{}"
1605193507017894.png,104371,"{}",4,2,"{""name"":""point"",""cx"":349,""cy"":113}","{}"
1605193507017894.png,104371,"{}",4,3,"{""name"":""point"",""cx"":418,""cy"":162}","{}"
1605193507037329.png,121085,"{}",4,0,"{""name"":""point"",""cx"":196,""cy"":112}","{}"
1605193507037329.png,121085,"{}",4,1,"{""name"":""point"",""cx"":283,""cy"":108}","{}"
1605193507037329.png,121085,"{}",4,2,"{""name"":""point"",""cx"":347,""cy"":121}","{}"
1605193507037329.png,121085,"{}",4,3,"{""name"":""point"",""cx"":426,""cy"":155}","{}"
1605193507040054.png,122765,"{}",4,0,"{""name"":""point"",""cx"":196,""cy"":112}","{}"
1605193507040054.png,122765,"{}",4,1,"{""name"":""point"",""cx"":282,""cy"":106}","{}"
1605193507040054.png,122765,"{}",4,2,"{""name"":""point"",""cx"":350,""cy"":119}","{}"
1605193507040054.png,122765,"{}",4,3,"{""name"":""point"",""cx"":426,""cy"":151}","{}"
1605193507049603.png,129869,"{}",4,0,"{""name"":""point"",""cx"":197,""cy"":105}","{}"
1605193507049603.png,129869,"{}",4,1,"{""name"":""point"",""cx"":281,""cy"":102}","{}"
1605193507049603.png,129869,"{}",4,2,"{""name"":""point"",""cx"":355,""cy"":114}","{}"
1605193507049603.png,129869,"{}",4,3,"{""name"":""point"",""cx"":422,""cy"":138}","{}"
1605193507050967.png,129470,"{}",4,0,"{""name"":""point"",""cx"":198,""cy"":105}","{}"
1605193507050967.png,129470,"{}",4,1,"{""name"":""point"",""cx"":281,""cy"":101}","{}"
1605193507050967.png,129470,"{}",4,2,"{""name"":""point"",""cx"":355,""cy"":114}","{}"
1605193507050967.png,129470,"{}",4,3,"{""name"":""point"",""cx"":423,""cy"":134}","{}"
1605193507052324.png,129402,"{}",4,0,"{""name"":""point"",""cx"":199,""cy"":103}","{}"
1605193507052324.png,129402,"{}",4,1,"{""name"":""point"",""cx"":281,""cy"":101}","{}"
1605193507052324.png,129402,"{}",4,2,"{""name"":""point"",""cx"":357,""cy"":114}","{}"
1605193507052324.png,129402,"{}",4,3,"{""name"":""point"",""cx"":422,""cy"":133}","{}"
1605193507059131.png,131692,"{}",4,0,"{""name"":""point"",""cx"":213,""cy"":95}","{}"
1605193507059131.png,131692,"{}",4,1,"{""name"":""point"",""cx"":275,""cy"":96}","{}"
1605193507059131.png,131692,"{}",4,2,"{""name"":""point"",""cx"":364,""cy"":108}","{}"
1605193507059131.png,131692,"{}",4,3,"{""name"":""point"",""cx"":412,""cy"":122}","{}"
1605193507060483.png,132793,"{}",4,0,"{""name"":""point"",""cx"":209,""cy"":93}","{}"
1605193507060483.png,132793,"{}",4,1,"{""name"":""point"",""cx"":273,""cy"":94}","{}"
1605193507060483.png,132793,"{}",4,2,"{""name"":""point"",""cx"":364,""cy"":108}","{}"
1605193507060483.png,132793,"{}",4,3,"{""name"":""point"",""cx"":411,""cy"":122}","{}"
1605193507254865.png,191962,"{}",4,0,"{""name"":""point"",""cx"":114,""cy"":145}","{}"
1605193507254865.png,191962,"{}",4,1,"{""name"":""point"",""cx"":182,""cy"":130}","{}"
1605193507254865.png,191962,"{}",4,2,"{""name"":""point"",""cx"":310,""cy"":138}","{}"
1605193507254865.png,191962,"{}",4,3,"{""name"":""point"",""cx"":391,""cy"":170}","{}"
1605193507256285.png,191480,"{}",4,0,"{""name"":""point"",""cx"":110,""cy"":145}","{}"
1605193507256285.png,191480,"{}",4,1,"{""name"":""point"",""cx"":186,""cy"":130}","{}"
1605193507256285.png,191480,"{}",4,2,"{""name"":""point"",""cx"":307,""cy"":136}","{}"
1605193507256285.png,191480,"{}",4,3,"{""name"":""point"",""cx"":392,""cy"":170}","{}"
1605193507260527.png,187943,"{}",4,0,"{""name"":""point"",""cx"":106,""cy"":146}","{}"
1605193507260527.png,187943,"{}",4,1,"{""name"":""point"",""cx"":193,""cy"":130}","{}"
1605193507260527.png,187943,"{}",4,2,"{""name"":""point"",""cx"":298,""cy"":135}","{}"
1605193507260527.png,187943,"{}",4,3,"{""name"":""point"",""cx"":393,""cy"":171}","{}"
1605193507269037.png,184494,"{}",4,0,"{""name"":""point"",""cx"":102,""cy"":147}","{}"
1605193507269037.png,184494,"{}",4,1,"{""name"":""point"",""cx"":210,""cy"":127}","{}"
1605193507269037.png,184494,"{}",4,2,"{""name"":""point"",""cx"":286,""cy"":132}","{}"
1605193507269037.png,184494,"{}",4,3,"{""name"":""point"",""cx"":395,""cy"":170}","{}"
1605193507277561.png,182608,"{}",4,0,"{""name"":""point"",""cx"":103,""cy"":149}","{}"
1605193507277561.png,182608,"{}",4,1,"{""name"":""point"",""cx"":216,""cy"":129}","{}"
1605193507277561.png,182608,"{}",4,2,"{""name"":""point"",""cx"":282,""cy"":133}","{}"
1605193507277561.png,182608,"{}",4,3,"{""name"":""point"",""cx"":395,""cy"":170}","{}"
1605193507280397.png,181596,"{}",4,0,"{""name"":""point"",""cx"":106,""cy"":150}","{}"
1605193507280397.png,181596,"{}",4,1,"{""name"":""point"",""cx"":218,""cy"":132}","{}"
1605193507280397.png,181596,"{}",4,2,"{""name"":""point"",""cx"":282,""cy"":136}","{}"
1605193507280397.png,181596,"{}",4,3,"{""name"":""point"",""cx"":395,""cy"":170}","{}"
1605193507287578.png,179336,"{}",4,0,"{""name"":""point"",""cx"":104,""cy"":149}","{}"
1605193507287578.png,179336,"{}",4,1,"{""name"":""point"",""cx"":221,""cy"":133}","{}"
1605193507287578.png,179336,"{}",4,2,"{""name"":""point"",""cx"":285,""cy"":147}","{}"
1605193507287578.png,179336,"{}",4,3,"{""name"":""point"",""cx"":394,""cy"":166}","{}"
1605193507290394.png,180269,"{}",4,0,"{""name"":""point"",""cx"":98,""cy"":153}","{}"
1605193507290394.png,180269,"{}",4,1,"{""name"":""point"",""cx"":216,""cy"":139}","{}"
1605193507290394.png,180269,"{}",4,2,"{""name"":""point"",""cx"":287,""cy"":146}","{}"
1605193507290394.png,180269,"{}",4,3,"{""name"":""point"",""cx"":400,""cy"":167}","{}"
1605193507293198.png,182575,"{}",4,0,"{""name"":""point"",""cx"":99,""cy"":151}","{}"
1605193507293198.png,182575,"{}",4,1,"{""name"":""point"",""cx"":218,""cy"":135}","{}"
1605193507293198.png,182575,"{}",4,2,"{""name"":""point"",""cx"":288,""cy"":147}","{}"
1605193507293198.png,182575,"{}",4,3,"{""name"":""point"",""cx"":399,""cy"":161}","{}"
1605193507296008.png,181568,"{}",4,0,"{""name"":""point"",""cx"":98,""cy"":150}","{}"
1605193507296008.png,181568,"{}",4,1,"{""name"":""point"",""cx"":217,""cy"":141}","{}"
1605193507296008.png,181568,"{}",4,2,"{""name"":""point"",""cx"":288,""cy"":145}","{}"
1605193507296008.png,181568,"{}",4,3,"{""name"":""point"",""cx"":393,""cy"":158}","{}"
1605193507297424.png,181099,"{}",4,0,"{""name"":""point"",""cx"":99,""cy"":149}","{}"
1605193507297424.png,181099,"{}",4,1,"{""name"":""point"",""cx"":215,""cy"":140}","{}"
1605193507297424.png,181099,"{}",4,2,"{""name"":""point"",""cx"":289,""cy"":144}","{}"
1605193507297424.png,181099,"{}",4,3,"{""name"":""point"",""cx"":389,""cy"":153}","{}"
1605193507300268.png,182630,"{}",4,0,"{""name"":""point"",""cx"":101,""cy"":148}","{}"
1605193507300268.png,182630,"{}",4,1,"{""name"":""point"",""cx"":213,""cy"":141}","{}"
1605193507300268.png,182630,"{}",4,2,"{""name"":""point"",""cx"":293,""cy"":143}","{}"
1605193507300268.png,182630,"{}",4,3,"{""name"":""point"",""cx"":387,""cy"":148}","{}"
1605193507303075.png,182961,"{}",4,0,"{""name"":""point"",""cx"":107,""cy"":140}","{}"
1605193507303075.png,182961,"{}",4,1,"{""name"":""point"",""cx"":211,""cy"":140}","{}"
1605193507303075.png,182961,"{}",4,2,"{""name"":""point"",""cx"":293,""cy"":140}","{}"
1605193507303075.png,182961,"{}",4,3,"{""name"":""point"",""cx"":382,""cy"":146}","{}"
1605193507458296.png,177231,"{}",4,0,"{""name"":""point"",""cx"":128,""cy"":187}","{}"
1605193507458296.png,177231,"{}",4,1,"{""name"":""point"",""cx"":209,""cy"":173}","{}"
1605193507458296.png,177231,"{}",4,2,"{""name"":""point"",""cx"":337,""cy"":188}","{}"
1605193507458296.png,177231,"{}",4,3,"{""name"":""point"",""cx"":411,""cy"":217}","{}"
1605193507466385.png,175807,"{}",4,0,"{""name"":""point"",""cx"":123,""cy"":186}","{}"
1605193507466385.png,175807,"{}",4,1,"{""name"":""point"",""cx"":232,""cy"":174}","{}"
1605193507466385.png,175807,"{}",4,2,"{""name"":""point"",""cx"":325,""cy"":186}","{}"
1605193507466385.png,175807,"{}",4,3,"{""name"":""point"",""cx"":425,""cy"":224}","{}"
1605193507467727.png,174554,"{}",4,0,"{""name"":""point"",""cx"":122,""cy"":185}","{}"
1605193507467727.png,174554,"{}",4,1,"{""name"":""point"",""cx"":229,""cy"":173}","{}"
1605193507467727.png,174554,"{}",4,2,"{""name"":""point"",""cx"":324,""cy"":187}","{}"
1605193507467727.png,174554,"{}",4,3,"{""name"":""point"",""cx"":426,""cy"":224}","{}"
1605193507478502.png,168085,"{}",4,0,"{""name"":""point"",""cx"":114,""cy"":194}","{}"
1605193507478502.png,168085,"{}",4,1,"{""name"":""point"",""cx"":244,""cy"":174}","{}"
1605193507478502.png,168085,"{}",4,2,"{""name"":""point"",""cx"":310,""cy"":182}","{}"
1605193507478502.png,168085,"{}",4,3,"{""name"":""point"",""cx"":430,""cy"":231}","{}"
1605193507481194.png,167273,"{}",4,0,"{""name"":""point"",""cx"":113,""cy"":194}","{}"
1605193507481194.png,167273,"{}",4,1,"{""name"":""point"",""cx"":247,""cy"":175}","{}"
1605193507481194.png,167273,"{}",4,2,"{""name"":""point"",""cx"":309,""cy"":184}","{}"
1605193507481194.png,167273,"{}",4,3,"{""name"":""point"",""cx"":430,""cy"":233}","{}"
1605193507483887.png,166851,"{}",4,0,"{""name"":""point"",""cx"":113,""cy"":193}","{}"
1605193507483887.png,166851,"{}",4,1,"{""name"":""point"",""cx"":248,""cy"":179}","{}"
1605193507483887.png,166851,"{}",4,2,"{""name"":""point"",""cx"":313,""cy"":182}","{}"
1605193507483887.png,166851,"{}",4,3,"{""name"":""point"",""cx"":430,""cy"":231}","{}"
1605193507489321.png,167421,"{}",4,0,"{""name"":""point"",""cx"":110,""cy"":192}","{}"
1605193507489321.png,167421,"{}",4,1,"{""name"":""point"",""cx"":237,""cy"":186}","{}"
1605193507489321.png,167421,"{}",4,2,"{""name"":""point"",""cx"":315,""cy"":195}","{}"
1605193507489321.png,167421,"{}",4,3,"{""name"":""point"",""cx"":433,""cy"":231}","{}"
1605193507493359.png,167123,"{}",4,0,"{""name"":""point"",""cx"":112,""cy"":190}","{}"
1605193507493359.png,167123,"{}",4,1,"{""name"":""point"",""cx"":239,""cy"":185}","{}"
1605193507493359.png,167123,"{}",4,2,"{""name"":""point"",""cx"":311,""cy"":193}","{}"
1605193507493359.png,167123,"{}",4,3,"{""name"":""point"",""cx"":432,""cy"":231}","{}"
1605193507496071.png,166502,"{}",4,0,"{""name"":""point"",""cx"":114,""cy"":189}","{}"
1605193507496071.png,166502,"{}",4,1,"{""name"":""point"",""cx"":239,""cy"":179}","{}"
1605193507496071.png,166502,"{}",4,2,"{""name"":""point"",""cx"":314,""cy"":193}","{}"
1605193507496071.png,166502,"{}",4,3,"{""name"":""point"",""cx"":431,""cy"":225}","{}"
1605193507518954.png,166385,"{}",4,0,"{""name"":""point"",""cx"":158,""cy"":168}","{}"
1605193507518954.png,166385,"{}",4,1,"{""name"":""point"",""cx"":222,""cy"":163}","{}"
1605193507518954.png,166385,"{}",4,2,"{""name"":""point"",""cx"":338,""cy"":179}","{}"
1605193507518954.png,166385,"{}",4,3,"{""name"":""point"",""cx"":393,""cy"":193}","{}"
1605193507652217.png,80533,"{}",4,0,"{""name"":""point"",""cx"":173,""cy"":132}","{}"
1605193507652217.png,80533,"{}",4,1,"{""name"":""point"",""cx"":240,""cy"":103}","{}"
1605193507652217.png,80533,"{}",4,2,"{""name"":""point"",""cx"":292,""cy"":104}","{}"
1605193507652217.png,80533,"{}",4,3,"{""name"":""point"",""cx"":351,""cy"":125}","{}"
1605193507656316.png,81218,"{}",4,0,"{""name"":""point"",""cx"":172,""cy"":133}","{}"
1605193507656316.png,81218,"{}",4,1,"{""name"":""point"",""cx"":242,""cy"":102}","{}"
1605193507656316.png,81218,"{}",4,2,"{""name"":""point"",""cx"":289,""cy"":102}","{}"
1605193507656316.png,81218,"{}",4,3,"{""name"":""point"",""cx"":360,""cy"":123}","{}"
1605193507661794.png,80683,"{}",4,0,"{""name"":""point"",""cx"":170,""cy"":134}","{}"
1605193507661794.png,80683,"{}",4,1,"{""name"":""point"",""cx"":245,""cy"":105}","{}"
1605193507661794.png,80683,"{}",4,2,"{""name"":""point"",""cx"":288,""cy"":106}","{}"
1605193507661794.png,80683,"{}",4,3,"{""name"":""point"",""cx"":359,""cy"":125}","{}"
1605193507668613.png,74481,"{}",4,0,"{""name"":""point"",""cx"":170,""cy"":132}","{}"
1605193507668613.png,74481,"{}",4,1,"{""name"":""point"",""cx"":242,""cy"":108}","{}"
1605193507668613.png,74481,"{}",4,2,"{""name"":""point"",""cx"":287,""cy"":106}","{}"
1605193507668613.png,74481,"{}",4,3,"{""name"":""point"",""cx"":361,""cy"":122}","{}"
1605193507676796.png,72254,"{}",4,0,"{""name"":""point"",""cx"":169,""cy"":128}","{}"
1605193507676796.png,72254,"{}",4,1,"{""name"":""point"",""cx"":240,""cy"":104}","{}"
1605193507676796.png,72254,"{}",4,2,"{""name"":""point"",""cx"":287,""cy"":102}","{}"
1605193507676796.png,72254,"{}",4,3,"{""name"":""point"",""cx"":359,""cy"":120}","{}"
1605193507678181.png,72890,"{}",4,0,"{""name"":""point"",""cx"":169,""cy"":128}","{}"
1605193507678181.png,72890,"{}",4,1,"{""name"":""point"",""cx"":238,""cy"":108}","{}"
1605193507678181.png,72890,"{}",4,2,"{""name"":""point"",""cx"":291,""cy"":105}","{}"
1605193507678181.png,72890,"{}",4,3,"{""name"":""point"",""cx"":360,""cy"":120}","{}"
1605193507683654.png,76797,"{}",4,0,"{""name"":""point"",""cx"":166,""cy"":123}","{}"
1605193507683654.png,76797,"{}",4,1,"{""name"":""point"",""cx"":240,""cy"":103}","{}"
1605193507683654.png,76797,"{}",4,2,"{""name"":""point"",""cx"":286,""cy"":98}","{}"
1605193507683654.png,76797,"{}",4,3,"{""name"":""point"",""cx"":360,""cy"":116}","{}"
1605193507687749.png,83104,"{}",4,0,"{""name"":""point"",""cx"":167,""cy"":113}","{}"
1605193507687749.png,83104,"{}",4,1,"{""name"":""point"",""cx"":233,""cy"":83}","{}"
1605193507687749.png,83104,"{}",4,2,"{""name"":""point"",""cx"":291,""cy"":89}","{}"
1605193507687749.png,83104,"{}",4,3,"{""name"":""point"",""cx"":361,""cy"":112}","{}"
1605193507691855.png,86596,"{}",4,0,"{""name"":""point"",""cx"":174,""cy"":102}","{}"
1605193507691855.png,86596,"{}",4,1,"{""name"":""point"",""cx"":227,""cy"":84}","{}"
1605193507691855.png,86596,"{}",4,2,"{""name"":""point"",""cx"":296,""cy"":84}","{}"
1605193507691855.png,86596,"{}",4,3,"{""name"":""point"",""cx"":364,""cy"":109}","{}"
1605193507694606.png,87133,"{}",4,0,"{""name"":""point"",""cx"":181,""cy"":94}","{}"
1605193507694606.png,87133,"{}",4,1,"{""name"":""point"",""cx"":223,""cy"":82}","{}"
1605193507694606.png,87133,"{}",4,2,"{""name"":""point"",""cx"":298,""cy"":79}","{}"
1605193507694606.png,87133,"{}",4,3,"{""name"":""point"",""cx"":366,""cy"":106}","{}"
1605193507911744.png,164860,"{}",4,0,"{""name"":""point"",""cx"":106,""cy"":170}","{}"
1605193507911744.png,164860,"{}",4,1,"{""name"":""point"",""cx"":208,""cy"":132}","{}"
1605193507911744.png,164860,"{}",4,2,"{""name"":""point"",""cx"":298,""cy"":133}","{}"
1605193507911744.png,164860,"{}",4,3,"{""name"":""point"",""cx"":401,""cy"":166}","{}"
1605193507913105.png,166530,"{}",4,0,"{""name"":""point"",""cx"":106,""cy"":170}","{}"
1605193507913105.png,166530,"{}",4,1,"{""name"":""point"",""cx"":208,""cy"":133}","{}"
1605193507913105.png,166530,"{}",4,2,"{""name"":""point"",""cx"":297,""cy"":130}","{}"
